CustomerID,CustomerName,Segment,RegionID
1,Amit Sharma,Consumer,1
4,Priya Gupta,Consumer,4
7,Arjun Brown,Consumer,7
10,Pooja Khan,Consumer,10
13,Nikhil Patil,Consumer,13
16,Irfan Yadav,Consumer,16
19,Anjali Dutta,Consumer,19
22,Deepak Verma,Consumer,22
25,Sunil Singh,Consumer,25
28,Manoj Smith,Consumer,28
31,Komal Sharma,Consumer,31
34,Dinesh Gupta,Consumer,34
37,Reena Brown,Consumer,37
40,Swati Khan,Consumer,40
43,Ritu Patil,Consumer,43
46,Aarav Yadav,Consumer,46
49,Tarun Dutta,Consumer,49
52,Sanjay Verma,Consumer,52
55,Ajay Singh,Consumer,55
58,Tanmay Smith,Consumer,58
61,Kishore Sharma,Consumer,61
64,Alok Gupta,Consumer,64
67,Santosh Brown,Consumer,67
70,Zoya Khan,Consumer,70
73,Ishaan Patil,Consumer,73
76,Shalini Yadav,Consumer,76
79,Raghav Dutta,Consumer,79
82,Siddhi Verma,Consumer,82
85,Pranav Singh,Consumer,85
88,Pritam Smith,Consumer,88
91,Akash Sharma,Consumer,91
94,Dilip Gupta,Consumer,94
97,Parul Brown,Consumer,97
100,Harsha Khan,Consumer,100
103,Sneha Patil,Consumer,103
106,David Yadav,Consumer,106
109,Karan Dutta,Consumer,109
112,Suresh Verma,Consumer,112
115,Farhan Singh,Consumer,115
118,Siddharth Smith,Consumer,118
121,Sameer Sharma,Consumer,121
124,Preeti Gupta,Consumer,124
127,Anand Brown,Consumer,127
130,Vikas Khan,Consumer,130
133,Kavita Patil,Consumer,133
136,Varun Yadav,Consumer,136
139,Bhavna Dutta,Consumer,139
142,Himanshu Verma,Consumer,142
145,Pankaj Singh,Consumer,145
148,Sakshi Smith,Consumer,148
151,Abhishek Sharma,Consumer,151
154,Lokesh Gupta,Consumer,154
157,Anushka Brown,Consumer,157
160,Rupali Khan,Consumer,160
163,Veer Patil,Consumer,163
166,Jaya Yadav,Consumer,166
169,Jatin Dutta,Consumer,169
172,Sarita Verma,Consumer,172
175,Aarushi Singh,Consumer,175
178,Uday Smith,Consumer,178
181,Aditi Sharma,Consumer,181
184,Kiran Gupta,Consumer,184
187,Tushar Brown,Consumer,187
190,Navin Khan,Consumer,190
193,Arvind Patil,Consumer,193
196,Suraj Yadav,Consumer,196
199,Shivam Dutta,Consumer,199
202,Rahul Verma,Consumer,202
205,John Singh,Consumer,205
208,Neha Smith,Consumer,208
211,Rohit Sharma,Consumer,211
214,Mohan Gupta,Consumer,214
217,Rajesh Brown,Consumer,217
220,Meera Khan,Consumer,220
223,Jyoti Patil,Consumer,223
226,Nitin Yadav,Consumer,226
229,Gaurav Dutta,Consumer,229
232,Rakesh Verma,Consumer,232
235,Javed Singh,Consumer,235
238,Harish Smith,Consumer,238
241,Asha Sharma,Consumer,241
244,Sonia Gupta,Consumer,244
247,Kabir Brown,Consumer,247
250,Rajiv Khan,Consumer,250
253,Mahesh Patil,Consumer,253
256,Vinod Yadav,Consumer,256
259,Yogesh Dutta,Consumer,259
262,Shreya Verma,Consumer,262
265,Umesh Singh,Consumer,265
268,Esha Smith,Consumer,268
271,Devansh Sharma,Consumer,271
274,Rashmi Gupta,Consumer,274
277,Yash Brown,Consumer,277
280,Tanya Khan,Consumer,280
283,Aditya Patil,Consumer,283
286,Sohail Yadav,Consumer,286
289,Sudhir Dutta,Consumer,289
292,Kritika Verma,Consumer,292
295,Ashish Singh,Consumer,295
298,Bhavesh Smith,Consumer,298
301,Amit Sharma,Consumer,301
304,Priya Gupta,Consumer,304
307,Arjun Brown,Consumer,307
310,Pooja Khan,Consumer,310
313,Nikhil Patil,Consumer,313
316,Irfan Yadav,Consumer,316
319,Anjali Dutta,Consumer,319
322,Deepak Verma,Consumer,322
325,Sunil Singh,Consumer,325
328,Manoj Smith,Consumer,328
331,Komal Sharma,Consumer,331
334,Dinesh Gupta,Consumer,334
337,Reena Brown,Consumer,337
340,Swati Khan,Consumer,340
343,Ritu Patil,Consumer,343
346,Aarav Yadav,Consumer,346
349,Tarun Dutta,Consumer,349
352,Sanjay Verma,Consumer,352
355,Ajay Singh,Consumer,355
358,Tanmay Smith,Consumer,358
361,Kishore Sharma,Consumer,361
364,Alok Gupta,Consumer,364
367,Santosh Brown,Consumer,367
370,Zoya Khan,Consumer,370
373,Ishaan Patil,Consumer,373
376,Shalini Yadav,Consumer,376
379,Raghav Dutta,Consumer,379
382,Siddhi Verma,Consumer,382
385,Pranav Singh,Consumer,385
388,Pritam Smith,Consumer,388
391,Akash Sharma,Consumer,391
394,Dilip Gupta,Consumer,394
397,Parul Brown,Consumer,397
400,Harsha Khan,Consumer,400
403,Sneha Patil,Consumer,403
406,David Yadav,Consumer,406
409,Karan Dutta,Consumer,409
412,Suresh Verma,Consumer,412
415,Farhan Singh,Consumer,415
418,Siddharth Smith,Consumer,418
421,Sameer Sharma,Consumer,421
424,Preeti Gupta,Consumer,424
427,Anand Brown,Consumer,427
430,Vikas Khan,Consumer,430
433,Kavita Patil,Consumer,433
436,Varun Yadav,Consumer,436
439,Bhavna Dutta,Consumer,439
442,Himanshu Verma,Consumer,442
445,Pankaj Singh,Consumer,445
448,Sakshi Smith,Consumer,448
451,Abhishek Sharma,Consumer,451
454,Lokesh Gupta,Consumer,454
457,Anushka Brown,Consumer,457
460,Rupali Khan,Consumer,460
463,Veer Patil,Consumer,463
466,Jaya Yadav,Consumer,466
469,Jatin Dutta,Consumer,469
472,Sarita Verma,Consumer,472
475,Aarushi Singh,Consumer,475
478,Uday Smith,Consumer,478
481,Aditi Sharma,Consumer,481
484,Kiran Gupta,Consumer,484
487,Tushar Brown,Consumer,487
490,Navin Khan,Consumer,490
493,Arvind Patil,Consumer,493
496,Suraj Yadav,Consumer,496
499,Shivam Dutta,Consumer,499
502,Rahul Verma,Consumer,502
505,John Singh,Consumer,505
508,Neha Smith,Consumer,508
511,Rohit Sharma,Consumer,511
514,Mohan Gupta,Consumer,514
517,Rajesh Brown,Consumer,517
520,Meera Khan,Consumer,520
523,Jyoti Patil,Consumer,523
526,Nitin Yadav,Consumer,526
529,Gaurav Dutta,Consumer,529
532,Rakesh Verma,Consumer,532
535,Javed Singh,Consumer,535
538,Harish Smith,Consumer,538
541,Asha Sharma,Consumer,541
544,Sonia Gupta,Consumer,544
547,Kabir Brown,Consumer,547
550,Rajiv Khan,Consumer,550
553,Mahesh Patil,Consumer,553
556,Vinod Yadav,Consumer,556
559,Yogesh Dutta,Consumer,559
562,Shreya Verma,Consumer,562
565,Umesh Singh,Consumer,565
568,Esha Smith,Consumer,568
571,Devansh Sharma,Consumer,571
574,Rashmi Gupta,Consumer,574
577,Yash Brown,Consumer,577
580,Tanya Khan,Consumer,580
583,Aditya Patil,Consumer,583
586,Sohail Yadav,Consumer,586
589,Sudhir Dutta,Consumer,589
592,Kritika Verma,Consumer,592
595,Ashish Singh,Consumer,595
598,Bhavesh Smith,Consumer,598
601,Amit Sharma,Consumer,601
604,Priya Gupta,Consumer,604
607,Arjun Brown,Consumer,607
610,Pooja Khan,Consumer,610
613,Nikhil Patil,Consumer,613
616,Irfan Yadav,Consumer,616
619,Anjali Dutta,Consumer,619
622,Deepak Verma,Consumer,622
625,Sunil Singh,Consumer,625
628,Manoj Smith,Consumer,628
631,Komal Sharma,Consumer,631
634,Dinesh Gupta,Consumer,634
637,Reena Brown,Consumer,637
640,Swati Khan,Consumer,640
643,Ritu Patil,Consumer,643
646,Aarav Yadav,Consumer,646
649,Tarun Dutta,Consumer,649
652,Sanjay Verma,Consumer,652
655,Ajay Singh,Consumer,655
658,Tanmay Smith,Consumer,658
661,Kishore Sharma,Consumer,661
664,Alok Gupta,Consumer,664
667,Santosh Brown,Consumer,667
670,Zoya Khan,Consumer,670
673,Ishaan Patil,Consumer,673
676,Shalini Yadav,Consumer,676
679,Raghav Dutta,Consumer,679
682,Siddhi Verma,Consumer,682
685,Pranav Singh,Consumer,685
688,Pritam Smith,Consumer,688
691,Akash Sharma,Consumer,691
694,Dilip Gupta,Consumer,694
697,Parul Brown,Consumer,697
700,Harsha Khan,Consumer,700
703,Sneha Patil,Consumer,703
706,David Yadav,Consumer,706
709,Karan Dutta,Consumer,709
712,Suresh Verma,Consumer,712
715,Farhan Singh,Consumer,715
718,Siddharth Smith,Consumer,718
721,Sameer Sharma,Consumer,721
724,Preeti Gupta,Consumer,724
727,Anand Brown,Consumer,727
730,Vikas Khan,Consumer,730
733,Kavita Patil,Consumer,733
736,Varun Yadav,Consumer,736
739,Bhavna Dutta,Consumer,739
742,Himanshu Verma,Consumer,742
745,Pankaj Singh,Consumer,745
748,Sakshi Smith,Consumer,748
751,Abhishek Sharma,Consumer,751
754,Lokesh Gupta,Consumer,754
757,Anushka Brown,Consumer,757
760,Rupali Khan,Consumer,760
763,Veer Patil,Consumer,763
766,Jaya Yadav,Consumer,766
769,Jatin Dutta,Consumer,769
772,Sarita Verma,Consumer,772
775,Aarushi Singh,Consumer,775
778,Uday Smith,Consumer,778
781,Aditi Sharma,Consumer,781
784,Kiran Gupta,Consumer,784
787,Tushar Brown,Consumer,787
790,Navin Khan,Consumer,790
793,Arvind Patil,Consumer,793
796,Suraj Yadav,Consumer,796
799,Shivam Dutta,Consumer,799
802,Rahul Verma,Consumer,802
805,John Singh,Consumer,805
808,Neha Smith,Consumer,808
811,Rohit Sharma,Consumer,811
814,Mohan Gupta,Consumer,814
817,Rajesh Brown,Consumer,817
820,Meera Khan,Consumer,820
823,Jyoti Patil,Consumer,823
826,Nitin Yadav,Consumer,826
829,Gaurav Dutta,Consumer,829
832,Rakesh Verma,Consumer,832
835,Javed Singh,Consumer,835
838,Harish Smith,Consumer,838
841,Asha Sharma,Consumer,841
844,Sonia Gupta,Consumer,844
847,Kabir Brown,Consumer,847
850,Rajiv Khan,Consumer,850
853,Mahesh Patil,Consumer,853
856,Vinod Yadav,Consumer,856
859,Yogesh Dutta,Consumer,859
862,Shreya Verma,Consumer,862
865,Umesh Singh,Consumer,865
868,Esha Smith,Consumer,868
871,Devansh Sharma,Consumer,871
874,Rashmi Gupta,Consumer,874
877,Yash Brown,Consumer,877
880,Tanya Khan,Consumer,880
883,Aditya Patil,Consumer,883
886,Sohail Yadav,Consumer,886
889,Sudhir Dutta,Consumer,889
892,Kritika Verma,Consumer,892
895,Ashish Singh,Consumer,895
898,Bhavesh Smith,Consumer,898
901,Amit Sharma,Consumer,901
904,Priya Gupta,Consumer,904
907,Arjun Brown,Consumer,907
910,Pooja Khan,Consumer,910
913,Nikhil Patil,Consumer,913
916,Irfan Yadav,Consumer,916
919,Anjali Dutta,Consumer,919
922,Deepak Verma,Consumer,922
925,Sunil Singh,Consumer,925
928,Manoj Smith,Consumer,928
931,Komal Sharma,Consumer,931
934,Dinesh Gupta,Consumer,934
937,Reena Brown,Consumer,937
940,Swati Khan,Consumer,940
943,Ritu Patil,Consumer,943
946,Aarav Yadav,Consumer,946
949,Tarun Dutta,Consumer,949
952,Sanjay Verma,Consumer,952
955,Ajay Singh,Consumer,955
958,Tanmay Smith,Consumer,958
961,Kishore Sharma,Consumer,961
964,Alok Gupta,Consumer,964
967,Santosh Brown,Consumer,967
970,Zoya Khan,Consumer,970
973,Ishaan Patil,Consumer,973
976,Shalini Yadav,Consumer,976
979,Raghav Dutta,Consumer,979
982,Siddhi Verma,Consumer,982
985,Pranav Singh,Consumer,985
988,Pritam Smith,Consumer,988
991,Akash Sharma,Consumer,991
994,Dilip Gupta,Consumer,994
997,Parul Brown,Consumer,997
1000,Harsha Khan,Consumer,1000
1003,Sneha Patil,Consumer,1003
1006,David Yadav,Consumer,1006
1009,Karan Dutta,Consumer,1009
1012,Suresh Verma,Consumer,1012
1015,Farhan Singh,Consumer,1015
1018,Siddharth Smith,Consumer,1018
1021,Sameer Sharma,Consumer,1021
1024,Preeti Gupta,Consumer,1024
1027,Anand Brown,Consumer,1027
1030,Vikas Khan,Consumer,1030
1033,Kavita Patil,Consumer,1033
1036,Varun Yadav,Consumer,1036
1039,Bhavna Dutta,Consumer,1039
1042,Himanshu Verma,Consumer,1042
1045,Pankaj Singh,Consumer,1045
1048,Sakshi Smith,Consumer,1048
1051,Abhishek Sharma,Consumer,1051
1054,Lokesh Gupta,Consumer,1054
1057,Anushka Brown,Consumer,1057
1060,Rupali Khan,Consumer,1060
1063,Veer Patil,Consumer,1063
1066,Jaya Yadav,Consumer,1066
1069,Jatin Dutta,Consumer,1069
1072,Sarita Verma,Consumer,1072
1075,Aarushi Singh,Consumer,1075
1078,Uday Smith,Consumer,1078
1081,Aditi Sharma,Consumer,1081
1084,Kiran Gupta,Consumer,1084
1087,Tushar Brown,Consumer,1087
1090,Navin Khan,Consumer,1090
1093,Arvind Patil,Consumer,1093
1096,Suraj Yadav,Consumer,1096
1099,Shivam Dutta,Consumer,1099
1102,Rahul Verma,Consumer,1102
1105,John Singh,Consumer,1105
1108,Neha Smith,Consumer,1108
1111,Rohit Sharma,Consumer,1111
1114,Mohan Gupta,Consumer,1114
1117,Rajesh Brown,Consumer,1117
1120,Meera Khan,Consumer,1120
1123,Jyoti Patil,Consumer,1123
1126,Nitin Yadav,Consumer,1126
1129,Gaurav Dutta,Consumer,1129
1132,Rakesh Verma,Consumer,1132
1135,Javed Singh,Consumer,1135
1138,Harish Smith,Consumer,1138
1141,Asha Sharma,Consumer,1141
1144,Sonia Gupta,Consumer,1144
1147,Kabir Brown,Consumer,1147
1150,Rajiv Khan,Consumer,1150
1153,Mahesh Patil,Consumer,1153
1156,Vinod Yadav,Consumer,1156
1159,Yogesh Dutta,Consumer,1159
1162,Shreya Verma,Consumer,1162
1165,Umesh Singh,Consumer,1165
1168,Esha Smith,Consumer,1168
1171,Devansh Sharma,Consumer,1171
1174,Rashmi Gupta,Consumer,1174
1177,Yash Brown,Consumer,1177
1180,Tanya Khan,Consumer,1180
1183,Aditya Patil,Consumer,1183
1186,Sohail Yadav,Consumer,1186
1189,Sudhir Dutta,Consumer,1189
1192,Kritika Verma,Consumer,1192
1195,Ashish Singh,Consumer,1195
1198,Bhavesh Smith,Consumer,1198
1201,Amit Sharma,Consumer,1201
1204,Priya Gupta,Consumer,1204
1207,Arjun Brown,Consumer,1207
1210,Pooja Khan,Consumer,1210
1213,Nikhil Patil,Consumer,1213
1216,Irfan Yadav,Consumer,1216
1219,Anjali Dutta,Consumer,1219
1222,Deepak Verma,Consumer,1222
1225,Sunil Singh,Consumer,1225
1228,Manoj Smith,Consumer,1228
1231,Komal Sharma,Consumer,1231
1234,Dinesh Gupta,Consumer,1234
1237,Reena Brown,Consumer,1237
1240,Swati Khan,Consumer,1240
1243,Ritu Patil,Consumer,1243
1246,Aarav Yadav,Consumer,1246
1249,Tarun Dutta,Consumer,1249
1252,Sanjay Verma,Consumer,1252
1255,Ajay Singh,Consumer,1255
1258,Tanmay Smith,Consumer,1258
1261,Kishore Sharma,Consumer,1261
1264,Alok Gupta,Consumer,1264
1267,Santosh Brown,Consumer,1267
1270,Zoya Khan,Consumer,1270
1273,Ishaan Patil,Consumer,1273
1276,Shalini Yadav,Consumer,1276
1279,Raghav Dutta,Consumer,1279
1282,Siddhi Verma,Consumer,1282
1285,Pranav Singh,Consumer,1285
1288,Pritam Smith,Consumer,1288
1291,Akash Sharma,Consumer,1291
1294,Dilip Gupta,Consumer,1294
1297,Parul Brown,Consumer,1297
1300,Harsha Khan,Consumer,1300
1303,Sneha Patil,Consumer,1303
1306,David Yadav,Consumer,1306
1309,Karan Dutta,Consumer,1309
1312,Suresh Verma,Consumer,1312
1315,Farhan Singh,Consumer,1315
1318,Siddharth Smith,Consumer,1318
1321,Sameer Sharma,Consumer,1321
1324,Preeti Gupta,Consumer,1324
1327,Anand Brown,Consumer,1327
1330,Vikas Khan,Consumer,1330
1333,Kavita Patil,Consumer,1333
1336,Varun Yadav,Consumer,1336
1339,Bhavna Dutta,Consumer,1339
1342,Himanshu Verma,Consumer,1342
1345,Pankaj Singh,Consumer,1345
1348,Sakshi Smith,Consumer,1348
1351,Abhishek Sharma,Consumer,1351
1354,Lokesh Gupta,Consumer,1354
1357,Anushka Brown,Consumer,1357
1360,Rupali Khan,Consumer,1360
1363,Veer Patil,Consumer,1363
1366,Jaya Yadav,Consumer,1366
1369,Jatin Dutta,Consumer,1369
1372,Sarita Verma,Consumer,1372
1375,Aarushi Singh,Consumer,1375
1378,Uday Smith,Consumer,1378
1381,Aditi Sharma,Consumer,1381
1384,Kiran Gupta,Consumer,1384
1387,Tushar Brown,Consumer,1387
1390,Navin Khan,Consumer,1390
1393,Arvind Patil,Consumer,1393
1396,Suraj Yadav,Consumer,1396
1399,Shivam Dutta,Consumer,1399
1402,Rahul Verma,Consumer,1402
1405,John Singh,Consumer,1405
1408,Neha Smith,Consumer,1408
1411,Rohit Sharma,Consumer,1411
1414,Mohan Gupta,Consumer,1414
1417,Rajesh Brown,Consumer,1417
1420,Meera Khan,Consumer,1420
1423,Jyoti Patil,Consumer,1423
1426,Nitin Yadav,Consumer,1426
1429,Gaurav Dutta,Consumer,1429
1432,Rakesh Verma,Consumer,1432
1435,Javed Singh,Consumer,1435
1438,Harish Smith,Consumer,1438
1441,Asha Sharma,Consumer,1441
1444,Sonia Gupta,Consumer,1444
1447,Kabir Brown,Consumer,1447
1450,Rajiv Khan,Consumer,1450
1453,Mahesh Patil,Consumer,1453
1456,Vinod Yadav,Consumer,1456
1459,Yogesh Dutta,Consumer,1459
1462,Shreya Verma,Consumer,1462
1465,Umesh Singh,Consumer,1465
1468,Esha Smith,Consumer,1468
1471,Devansh Sharma,Consumer,1471
1474,Rashmi Gupta,Consumer,1474
1477,Yash Brown,Consumer,1477
1480,Tanya Khan,Consumer,1480
1483,Aditya Patil,Consumer,1483
1486,Sohail Yadav,Consumer,1486
1489,Sudhir Dutta,Consumer,1489
1492,Kritika Verma,Consumer,1492
1495,Ashish Singh,Consumer,1495
1498,Bhavesh Smith,Consumer,1498
1501,Amit Sharma,Consumer,1501
1504,Priya Gupta,Consumer,1504
1507,Arjun Brown,Consumer,1507
1510,Pooja Khan,Consumer,1510
1513,Nikhil Patil,Consumer,1513
1516,Irfan Yadav,Consumer,1516
1519,Anjali Dutta,Consumer,1519
1522,Deepak Verma,Consumer,1522
1525,Sunil Singh,Consumer,1525
1528,Manoj Smith,Consumer,1528
1531,Komal Sharma,Consumer,1531
1534,Dinesh Gupta,Consumer,1534
1537,Reena Brown,Consumer,1537
1540,Swati Khan,Consumer,1540
1543,Ritu Patil,Consumer,1543
1546,Aarav Yadav,Consumer,1546
1549,Tarun Dutta,Consumer,1549
1552,Sanjay Verma,Consumer,1552
1555,Ajay Singh,Consumer,1555
1558,Tanmay Smith,Consumer,1558
1561,Kishore Sharma,Consumer,1561
1564,Alok Gupta,Consumer,1564
1567,Santosh Brown,Consumer,1567
1570,Zoya Khan,Consumer,1570
1573,Ishaan Patil,Consumer,1573
1576,Shalini Yadav,Consumer,1576
